Raw Data,Kalman Data,Moving Average Data,app.FilteredATM
98.5,98.5,94.75,95.875
98.5,98.5,94.75,95.65
96.25,97.7493743896484,94.875,95.5
94,96.8103942871094,95,95.3928571428571
94,96.2466278076172,94.875,95.0416666666667
94.75,95.9960479736328,94.75,95.1071428571429
94.75,95.8168869018555,94.75,95.0357142857143
94.75,95.6823654174805,94.75,94.9642857142857
94.75,95.5775985717773,94.75,94.8571428571429
95,95.5190200805664,94.75,94.8571428571429
95.5,95.5172576904297,94.75,94.8571428571429
95.75,95.5370559692383,94.75,94.8571428571429
95.25,95.5144271850586,94.75,94.8571428571429
94.75,95.4582366943359,94.75,94.8571428571429
94.5,95.3922119140625,94.75,94.8571428571429
94.75,95.3505325317383,94.75,94.7857142857143
94.5,95.2983245849609,94.75,94.7142857142857
94.75,95.2663726806641,94.75,94.7142857142857
94.75,95.2377090454102,94.75,94.7142857142857
94.75,95.2118377685547,94.75,94.7142857142857
94.5,95.1756591796875,94.75,94.7857142857143
94.75,95.1548767089844,94.75,94.75
94.75,95.1358489990234,94.75,94.8214285714286
95,95.1296920776367,94.75,94.8928571428571
95.5,95.1459274291992,94.75,94.9285714285714
95.25,95.1503448486328,94.75,94.9285714285714
94.25,95.1132659912109,94.75,94.9285714285714
95,95.1087341308594,94.75,94.9285714285714
95.25,95.1142349243164,94.75,95
95,95.1099014282227,94.75,94.9285714285714
94.75,95.0965805053711,94.75,94.8571428571429
94.5,95.0750045776367,94.75,94.7142857142857
94.75,95.0635070800781,94.75,94.75
95.25,95.0699615478516,94.75,94.7142857142857
94.25,95.0421371459961,94.75,94.6071428571429
94.75,95.0324096679688,94.75,94.5
93.75,94.9905014038086,94.75,94.5
94.5,94.9747467041016,94.75,94.6071428571429
94.75,94.9676513671875,94.625,94.6785714285714
94,94.9375686645508,94.5,94.5357142857143
94,94.9088592529297,94.375,94.5
97.5,94.9870681762695,94.25,94.3571428571429
96.25,95.0246658325195,94.25,94.3214285714286
95.25,95.0312881469727,94.25,94.1785714285714
94.25,95.0086212158203,94.125,94
93.5,94.9653778076172,94,94
93.5,94.9238510131836,94,94.2142857142857
93.25,94.8769302368164,94,93.875
93.25,94.8318023681641,94,93.6
93.5,94.7952270507812,94,93.4375
