Raw Data,Kalman Data,Moving Average Data,app.FilteredATM
80.5,80.5,80.5,80.875
81,80.7500610351562,80.5,80.8
81,80.8334426879883,80.5,80.75
81,80.8751525878906,80.5,80.6785714285714
81,80.9001998901367,80.5,80.6666666666667
80.5,80.8331909179688,80.5,80.6428571428571
80.5,80.785285949707,80.5,80.6428571428571
80.25,80.7177886962891,80.5,80.5714285714286
80.25,80.6652221679688,80.5,80.5
80.5,80.6484680175781,80.5,80.5
80.5,80.6347351074219,80.5,80.5
80.5,80.6232681274414,80.5,80.5
80.5,80.6135482788086,80.5,80.5
80.5,80.6052017211914,80.5,80.5
80.5,80.5979537963867,80.5,80.5
80.5,80.5915985107422,80.5,80.5
80.5,80.5859756469727,80.5,80.5
80.5,80.5809631347656,80.5,80.5
80.5,80.5764694213867,80.5,80.4642857142857
80.5,80.5724105834961,80.5,80.4285714285714
80.25,80.556022644043,80.5,80.3928571428571
80.5,80.5532913208008,80.5,80.3928571428571
80.25,80.5390396118164,80.5,80.3928571428571
80.25,80.5259323120117,80.5,80.3928571428571
80.25,80.5138397216797,80.5,80.3928571428571
80.25,80.5026397705078,80.5,80.3928571428571
80.5,80.5025329589844,80.5,80.4285714285714
80.5,80.5024337768555,80.5,80.4285714285714
80.5,80.5023422241211,80.5,80.4642857142857
80.5,80.5022506713867,80.5,80.5
80.5,80.5021667480469,80.5,80.5
80.5,80.5020904541016,80.5,80.5
80.5,80.5020141601562,80.5,80.5
80.5,80.5019454956055,80.5,80.5
80.5,80.5018768310547,80.5,80.5
80.5,80.5018157958984,80.5,80.5357142857143
80.5,80.5017547607422,80.5,80.6428571428571
80.75,80.5097274780273,80.5,80.7142857142857
81.25,80.5331115722656,80.5,80.75
80.25,80.5243072509766,80.5,80.75
81.25,80.5465316772461,80.625,80.75
81.25,80.5677642822266,80.75,80.8214285714286
81,80.5806350708008,80.75,80.8928571428571
80.75,80.5856094360352,80.75,80.8928571428571
80.5,80.583122253418,80.75,80.8571428571429
80.5,80.5807418823242,80.75,80.9166666666667
81,80.5926208496094,80.875,80.8571428571429
81,80.6040420532227,81,80.8333333333333
80.75,80.6080932617188,81,80.8
81,80.6188583374023,81,80.8125
