Raw Data,Kalman Data,Moving Average Data,app.FilteredATM
79,79,79.25,79.3125
79,79,79,79.45
80,79.333610534668,79.25,79.5416666666667
79.75,79.4378890991211,79.5,79.4642857142857
79,79.3500518798828,79.625,79.375
79.5,79.3751602172852,79.75,79.3214285714286
80,79.4650039672852,79.75,79.4285714285714
80,79.5324630737305,79.75,79.5357142857143
79,79.4726333618164,79.625,79.5357142857143
78.75,79.3993453979492,79.75,79.5714285714286
79,79.3624114990234,79.75,79.6785714285714
79.75,79.3953857421875,79.75,79.6071428571429
79.75,79.42333984375,79.75,79.5
80,79.4657287597656,79.75,79.5
80.25,79.5197677612305,79.625,79.6428571428571
79.75,79.5347061157227,79.625,79.7857142857143
79,79.5018844604492,79.75,79.7857142857143
79.25,79.4872055053711,79.75,79.7142857142857
80.25,79.5295486450195,79.75,79.6785714285714
80,79.5545043945312,79.75,79.6071428571429
80,79.5771484375,79.75,79.5714285714286
79.25,79.5611801147461,79.875,79.6071428571429
79.25,79.5465545654297,80,79.75
79.5,79.5444412231445,80,79.8928571428571
79.5,79.5424957275391,80,79.8571428571429
79.75,79.5513076782227,80,79.8571428571429
80.5,79.5903778076172,80,79.8571428571429
80.25,79.6167755126953,80,79.9285714285714
80.25,79.6414337158203,80,80
80,79.6550369262695,80,80.0714285714286
80,79.6678085327148,80,80.0714285714286
80,79.6798248291016,80,80.0714285714286
80,79.6911468505859,80,80.0357142857143
80,79.7018432617188,80,80
80.25,79.7204437255859,80,80
80,79.7297515869141,80,79.9642857142857
80,79.7385864257812,80,79.9285714285714
79.75,79.7389526367188,80,79.8928571428571
79.75,79.7393035888672,79.875,79.8214285714286
80.25,79.7551803588867,79.875,79.6785714285714
79.5,79.7473678588867,79.875,79.5357142857143
79.75,79.747444152832,79.75,79.4642857142857
79,79.7251968383789,79.75,79.4642857142857
79,79.7038879394531,79.75,79.4642857142857
79,79.683464050293,79.75,79.5357142857143
78.75,79.6567077636719,79.75,79.4166666666667
79.5,79.6522674560547,79.75,79.4642857142857
79.75,79.6550064086914,79.75,79.4166666666667
80.25,79.6715087890625,79.625,79.5
80.5,79.6942596435547,79.5,79.625
